PTF09as   SLSN-I    0.1866     8.21  9 0.20 0.05 0.05 -16.20 0.16 0.10 -17.62 0.11 0.07 -17.96 0.31 0.28 -0.22 0.28 0.23  8.19 0.36 0.57  -8.40 0.82 0.55  0.58 1.57 0.50 
PTF09dra  SN II     0.07657   16.39 17 0.21 0.05 0.04 -18.55 0.23 0.13 -20.83 0.12 0.04 -21.83 0.08 0.10  0.55 0.18 0.12 10.43 0.14 0.27  -9.89 0.58 0.17  5.38 4.75 3.73 
PTF09drs  SN IIn    0.0446     8.98 13 0.17 0.12 0.09 -18.80 0.34 0.28 -20.50 0.06 0.03 -21.23 0.08 0.09  0.55 0.31 0.20 10.07 0.09 0.21  -9.53 0.62 0.18  7.10 4.29 5.50 
PTF09dsj  SN IIb    0.141      3.61  9 1.21 0.62 0.73  -4.15 6.02 6.00 -11.40 3.83 2.12 -15.79 3.28 2.52 -0.70 1.40 1.96  7.12 1.20 1.35  -7.80 1.43 1.62  0.14 3.34 0.14 
PTF09due  SN II     0.028423  20.08 12 0.20 0.04 0.07 -19.22 0.31 0.29 -21.20 0.13 0.04 -22.15 0.16 0.21  0.86 0.11 0.09 10.51 0.11 0.33  -9.65 0.51 0.14  7.76 4.10 5.89 
PTF09dxv  SN IIb    0.0324    13.32 13 0.26 0.10 0.06 -17.92 0.33 0.15 -20.05 0.08 0.04 -21.00 0.08 0.11  0.54 0.27 0.20 10.06 0.09 0.24  -9.53 0.59 0.21  6.03 4.74 4.55 
PTF09dzt  SN Ic     0.0874    22.15 16 0.05 0.12 0.03 -18.43 0.52 0.22 -20.05 0.10 0.05 -20.94 0.21 0.08  0.04 0.25 0.14  9.99 0.10 0.26  -9.96 0.63 0.18  6.82 4.46 4.50 
PTF09ecm  SN II     0.0289    47.17 15 0.05 0.10 0.03 -18.17 0.45 0.17 -19.63 0.08 0.04 -20.44 0.17 0.05 -0.08 0.15 0.10  9.76 0.09 0.19  -9.84 0.39 0.13  7.00 4.33 4.59 
PTF09eqb  SN II     0.146      2.22  4 0.21 0.14 0.09 -15.24 0.79 0.51 -16.74 0.17 0.10 -17.20 0.37 0.37 -0.56 0.31 0.34  8.02 0.35 0.55  -8.56 0.82 0.62  0.82 2.75 0.69 
PTF09fae  SN IIb    0.0668    12.02 13 0.03 0.09 0.02 -16.66 0.41 0.12 -17.52 0.16 0.05 -17.27 0.14 0.25 -0.91 0.25 0.10  8.48 0.14 0.30  -9.40 0.61 0.18  4.22 4.91 3.25 
PTF09fbf  SN II     0.020744  26.65 17 0.19 0.06 0.02 -18.23 0.33 0.09 -20.14 0.18 0.04 -20.95 0.09 0.08  0.37 0.14 0.09 10.05 0.10 0.27  -9.68 0.47 0.14  7.45 4.12 5.32 
PTF09fma  SN II     0.031      4.33 11 0.09 0.09 0.03 -17.02 0.31 0.11 -18.86 0.20 0.07 -19.69 0.15 0.07 -0.42 0.22 0.12  9.39 0.17 0.16  -9.82 0.41 0.20  3.68 5.03 2.05 
PTF09fmk  SN II     0.0631    28.76 17 0.20 0.06 0.06 -17.94 0.36 0.16 -20.21 0.14 0.04 -21.38 0.17 0.13  0.32 0.21 0.15 10.24 0.12 0.30  -9.93 0.58 0.16  6.91 4.63 4.73 
PTF09foq  SN II     0.019904  10.33 11 0.05 0.14 0.04 -20.01 2.85 0.37 -21.72 0.54 0.17 -22.78 0.13 0.06  0.71 0.17 0.29 10.76 0.11 0.19 -10.05 0.32 0.29  7.36 4.34 4.74 
PTF09foy  SN II     0.063     18.28 17 0.15 0.11 0.04 -17.98 0.43 0.14 -20.40 0.17 0.04 -21.60 0.19 0.07  0.16 0.27 0.14 10.29 0.15 0.26 -10.15 0.71 0.18  5.05 4.47 3.12 
PTF09fqa  SN II     0.0309    29.54 17 0.16 0.10 0.04 -17.56 0.38 0.12 -19.74 0.25 0.05 -20.78 0.20 0.08  0.04 0.29 0.14  9.88 0.18 0.27  -9.85 0.64 0.18  4.05 4.91 2.56 
PTF09fsr  SN Ib     0.00777  133.73 17 0.31 0.03 0.02 -18.78 0.12 0.08 -21.33 0.06 0.03 -22.82 0.08 0.07  1.16 0.09 0.07 10.77 0.08 0.23  -9.61 0.32 0.12  9.48 3.02 6.69 
PTF09g    SN II     0.04034   10.94 17 0.14 0.04 0.02 -18.11 0.20 0.10 -19.88 0.09 0.04 -20.51 0.08 0.07  0.11 0.14 0.08  9.89 0.10 0.26  -9.78 0.44 0.14  6.70 4.41 4.66 
PTF09gof  SN II     0.1028    14.90 14 0.12 0.08 0.04 -18.41 0.26 0.10 -20.35 0.28 0.04 -20.92 0.16 0.13  0.11 0.31 0.13  9.89 0.18 0.20  -9.80 0.65 0.17  2.34 2.95 1.13 
PTF09gpn  SN II     0.0154     3.39  6 0.09 0.10 0.05 -14.04 0.58 0.22 -14.66 0.15 0.08 -14.93 0.45 0.32 -1.44 0.26 0.29  6.68 0.47 0.31  -8.10 0.53 0.69  0.29 1.22 0.21 
PTF09gtt  SN II     0.0409    27.77 12 0.12 0.16 0.05 -16.70 0.45 0.15 -18.15 0.08 0.05 -19.18 0.31 0.17 -0.31 0.55 0.17  9.10 0.14 0.46  -9.41 1.05 0.26  5.69 4.85 5.16 
PTF09gxq  SN IIb    0.0382    28.99 15 0.04 0.13 0.03 -16.74 1.56 0.40 -18.79 0.18 0.05 -19.68 0.28 0.07 -0.73 0.43 0.38  9.54 0.13 0.33 -10.30 1.01 0.28  5.56 5.04 3.89 
PTF09gyp  SN IIb    0.0463     0.98  2 0.72 0.62 0.44  -7.37 4.03 2.57 -11.22 0.57 0.36 -13.56 1.48 2.27 -1.40 1.48 1.10  6.07 0.89 0.58  -7.41 1.05 1.14  0.05 0.78 0.05 
PTF09hdo  SN II     0.047673  14.70 17 0.29 0.09 0.05 -17.94 0.53 0.13 -20.91 0.24 0.04 -22.50 0.17 0.09  0.67 0.29 0.17 10.78 0.12 0.39 -10.14 0.84 0.16  7.17 4.31 5.48 
PTF09hnq  SN IIb    0.0273    13.87 11 0.10 0.14 0.06 -16.46 0.45 0.16 -17.95 0.09 0.04 -18.32 0.11 0.17 -0.69 0.38 0.23  9.02 0.09 0.24  -9.69 0.72 0.29  7.16 4.37 5.72 
PTF09hzg  SN II     0.02704   15.90 15 0.28 0.30 0.07 -15.40 0.36 0.18 -19.33 0.08 0.04 -21.62 0.08 0.11 -0.26 0.93 0.22 10.25 0.13 0.11 -10.51 1.11 0.27  3.32 2.85 1.63 
PTF09iex  SN II     0.02      24.09 14 0.07 0.07 0.04 -15.71 0.32 0.09 -16.70 0.23 0.05 -16.88 0.39 0.19 -0.97 0.20 0.14  7.99 0.20 0.39  -8.94 0.59 0.31  2.16 2.48 1.68 
PTF09ige  SN II     0.065      7.41 13 0.14 0.05 0.03 -18.07 0.39 0.26 -19.89 0.16 0.04 -20.34 0.08 0.09  0.07 0.22 0.13  9.75 0.13 0.21  -9.71 0.52 0.14  2.88 4.98 1.65 
PTF09igz  SN II     0.086     26.36 16 0.08 0.13 0.05 -16.91 0.26 0.13 -18.75 0.16 0.05 -19.48 0.24 0.14 -0.51 0.36 0.15  9.25 0.20 0.11  -9.80 0.59 0.19  2.17 4.22 0.82 
PTF09ij   SN II     0.124      2.19  5 0.13 0.21 0.09 -14.48 0.37 0.42 -16.91 0.24 0.06 -17.27 0.24 0.40 -1.57 1.08 0.59  8.38 0.12 0.11  -9.96 1.31 0.59  0.99 0.87 0.33 
PTF09inv  SN II     0.0554     2.24  8 0.10 0.07 0.05 -16.89 0.96 0.74 -19.04 0.17 0.08 -19.48 0.12 0.12 -0.59 0.39 0.65  9.37 0.15 0.17 -10.00 0.61 0.55  2.10 4.48 1.09 
PTF09iqd  SN Ic     0.034054   1.31  9 0.22 0.10 0.10 -15.09 2.88 2.24 -20.55 0.16 0.09 -22.29 0.20 0.07 -1.02 1.36 4.16 10.60 0.19 0.25 -11.54 1.92 4.30  3.48 4.11 1.80 
PTF09ism  SN IIb    0.02931   33.29 15 0.25 0.09 0.05 -16.48 0.30 0.12 -18.46 0.07 0.04 -19.33 0.09 0.13 -0.06 0.25 0.15  9.34 0.09 0.20  -9.40 0.46 0.21  5.79 4.14 4.27 
PTF09ps   SN Ic     0.1066    14.56 13 0.14 0.10 0.05 -17.23 0.60 0.24 -18.69 0.21 0.05 -19.45 0.38 0.13 -0.09 0.19 0.14  9.14 0.17 0.41  -9.23 0.65 0.28  4.08 3.87 3.28 
PTF09q    SN Ic     0.09028   16.42 15 0.13 0.15 0.07 -18.41 1.04 0.43 -20.91 0.07 0.04 -22.52 0.22 0.07  0.37 0.27 0.24 10.65 0.13 0.21 -10.29 0.64 0.24  5.13 4.55 3.17 
PTF09r    SN II     0.0274     7.64 11 0.18 0.31 0.09 -11.82 2.75 1.84 -16.79 0.11 0.05 -18.11 0.11 0.35 -2.31 2.01 4.15  9.06 0.14 0.25 -11.32 2.35 4.24  4.88 4.52 3.58 
PTF09sh   SN II     0.037586  20.67 16 0.10 0.10 0.03 -18.40 0.36 0.10 -19.70 0.14 0.04 -20.44 0.29 0.08  0.29 0.15 0.11  9.50 0.13 0.23  -9.20 0.40 0.23  3.92 2.99 2.62 
PTF09sk   SN Ic-BL  0.03615   14.03 16 0.15 0.05 0.03 -16.32 0.25 0.12 -18.05 0.12 0.04 -18.73 0.15 0.09 -0.49 0.12 0.10  9.00 0.14 0.18  -9.50 0.35 0.16  3.96 5.75 2.76 
PTF09t    SN II     0.038867  25.42 17 0.15 0.05 0.02 -18.25 0.20 0.12 -20.05 0.21 0.04 -20.48 0.07 0.08  0.16 0.22 0.10  9.81 0.11 0.22  -9.66 0.49 0.13  2.67 3.31 1.40 
PTF09tm   SN IIn    0.03449    4.06 17 0.28 0.13 0.09 -16.61 0.46 0.13 -19.88 0.29 0.05 -21.63 0.22 0.08  0.10 0.44 0.27 10.23 0.22 0.16 -10.20 0.77 0.21  3.22 4.50 1.52 
PTF09uj   SN IIn    0.06498   14.51 14 0.17 0.06 0.05 -17.52 0.44 0.29 -19.60 0.15 0.05 -20.27 0.11 0.15 -0.03 0.23 0.16  9.66 0.16 0.16  -9.72 0.45 0.18  2.12 4.27 1.19 
PTF09ut   SN Ibc    0.0427     9.56  9 0.10 0.10 0.06 -17.18 1.59 0.73 -19.56 0.15 0.07 -20.63 0.21 0.08 -0.28 0.32 0.62  9.82 0.17 0.18 -10.16 0.64 0.48  3.57 5.55 2.22 
PTF09uy   SLSN-IIn  0.3137     2.93  6 0.22 0.07 0.10 -16.25 0.28 0.26 -17.90 0.10 0.06 -18.47 0.20 0.14 -0.13 0.31 0.36  8.55 0.32 0.55  -8.66 0.81 0.64  1.04 3.90 0.88 
PTF10aaes SN IIn    0.033     10.60 10 0.29 0.03 0.03 -16.78 0.24 0.14 -19.35 0.06 0.04 -20.68 0.06 0.07  0.21 0.10 0.09 10.02 0.11 0.26  -9.82 0.31 0.13  7.91 4.34 5.61 
PTF10aagc SLSN-I    0.206      8.83  8 0.15 0.09 0.08 -17.17 0.26 0.25 -18.64 0.06 0.04 -19.26 0.22 0.19 -0.09 0.31 0.21  9.05 0.17 0.35  -9.13 0.67 0.36  3.23 4.50 2.60 
PTF10aaho SN II     0.106      3.44  4 0.23 0.23 0.17 -13.21 3.77 1.25 -16.65 0.17 0.11 -17.79 0.34 0.49 -1.06 0.85 4.89  8.72 0.22 0.31  -9.73 1.25 4.99  3.19 4.26 2.57 
PTF10aako SN IIb    0.071      0.36  1 1.10 0.61 0.72  -6.26 4.28 4.95 -12.60 0.94 0.88 -16.93 2.67 2.29 -0.31 1.28 1.34  7.61 1.16 1.22  -7.79 1.28 1.48  0.14 2.52 0.14 
PTF10aauo SN IIb    0.03579   13.08 15 0.15 0.04 0.02 -18.37 0.20 0.10 -19.91 0.09 0.03 -20.39 0.07 0.06  0.26 0.09 0.06  9.82 0.07 0.29  -9.56 0.42 0.10  8.35 3.45 6.28 
PTF10aauu SN II     0.053     31.39 16 0.15 0.06 0.03 -16.95 0.34 0.15 -19.08 0.19 0.05 -19.84 0.12 0.09 -0.35 0.29 0.13  9.70 0.12 0.35 -10.05 0.74 0.17  6.28 4.43 4.59 
PTF10aauv SN II     0.0215    22.42 12 0.06 0.14 0.04 -16.63 0.45 0.10 -18.24 0.18 0.07 -19.24 0.36 0.08 -0.64 0.27 0.12  9.31 0.10 0.31  -9.94 0.64 0.18  6.88 4.48 4.63 
PTF10aavz SN Ic-BL  0.062     11.62 12 0.11 0.18 0.07 -14.84 1.07 0.70 -17.67 0.11 0.05 -18.42 0.16 0.34 -1.31 1.00 0.92  8.95 0.15 0.13 -10.29 1.18 0.89  2.36 2.94 1.27 
PTF10aaxf SN IIn    0.01062   29.00 17 0.03 0.12 0.01 -18.10 0.76 0.06 -18.95 0.42 0.03 -18.82 0.11 0.08 -0.33 0.25 0.06  9.10 0.11 0.54  -9.43 0.83 0.15  6.10 3.94 5.36 
PTF10aazn SN IIn    0.017222   6.84 12 0.18 0.08 0.03 -19.56 0.50 0.09 -21.46 0.26 0.07 -22.61 0.19 0.06  1.04 0.11 0.10 10.53 0.10 0.19  -9.49 0.31 0.16  6.71 3.93 4.60 
PTF10abav SN II     0.08481   21.73 14 0.34 0.05 0.06 -16.42 0.46 0.34 -19.61 0.08 0.04 -21.23 0.10 0.10  0.23 0.20 0.22 10.16 0.15 0.20  -9.95 0.43 0.19  3.28 4.68 1.86 
PTF10abca SN II     0.02427   14.36 17 0.16 0.15 0.04 -18.20 0.61 0.11 -20.86 0.19 0.04 -22.36 0.22 0.06  0.32 0.27 0.17 10.65 0.12 0.28 -10.35 0.77 0.17  6.44 4.43 4.17 
PTF10abck SN Ib     0.01426    6.13 15 0.25 0.07 0.06 -17.98 0.46 0.24 -20.65 0.10 0.04 -22.22 0.13 0.08  0.60 0.16 0.15 10.56 0.12 0.23  -9.97 0.50 0.16  6.56 4.80 4.42 
PTF10abcl SN IIn    0.061     44.83 16 0.14 0.11 0.07 -17.94 0.81 0.21 -19.95 0.36 0.05 -20.90 0.28 0.18  0.06 0.32 0.17 10.09 0.11 0.44 -10.04 0.89 0.16  7.72 4.48 6.04 
PTF10abkc SN II     0.0499     2.13  3 0.16 0.22 0.10 -14.13 1.06 0.47 -15.49 0.13 0.08 -15.87 0.40 0.58 -1.30 0.51 0.32  7.71 0.17 0.26  -8.98 0.66 0.39  2.28 3.77 1.81 
PTF10abmc SN II     0.0489    28.44 12 0.19 0.13 0.05 -17.63 0.56 0.13 -19.24 0.10 0.04 -20.22 0.45 0.17  0.34 0.32 0.26  9.33 0.25 0.26  -8.96 0.59 0.49  2.27 4.74 1.75 
PTF10abpr SN II     0.0142    16.81 12 0.13 0.08 0.02 -15.88 0.63 0.12 -17.22 0.26 0.10 -17.86 0.13 0.06 -0.62 0.10 0.13  8.36 0.16 0.14  -8.98 0.23 0.28  2.30 2.12 1.20 
PTF10abrq SN II     0.04047    8.80 12 0.15 0.07 0.06 -14.64 1.58 0.70 -17.51 0.11 0.06 -18.43 0.12 0.11 -1.25 0.53 1.24  9.04 0.19 0.23 -10.35 0.97 1.10  3.15 5.23 1.85 
PTF10absf SN II     0.069      1.73  3 0.15 0.23 0.11 -13.76 0.86 0.45 -15.00 0.13 0.08 -15.14 0.36 0.57 -1.51 0.66 0.34  7.45 0.18 0.33  -8.93 0.80 0.47  1.61 3.64 1.31 
PTF10abte SN II     0.048026  40.45 15 0.11 0.17 0.05 -19.30 1.41 0.25 -21.50 0.17 0.04 -22.97 0.24 0.05  0.63 0.28 0.20 10.90 0.09 0.36 -10.26 0.89 0.20  8.04 3.85 6.05 
PTF10abui SN IIn    0.052     13.10 12 0.10 0.06 0.03 -18.30 0.35 0.12 -19.53 0.29 0.07 -20.04 0.35 0.12  0.18 0.14 0.11  9.34 0.20 0.33  -9.15 0.46 0.29  3.42 3.67 2.46 
PTF10abyy SN II     0.0304     3.75  6 0.14 0.17 0.07 -17.51 0.87 0.24 -18.62 0.23 0.08 -18.97 0.29 0.28  0.04 0.38 0.30  8.70 0.34 0.47  -8.63 0.79 0.57  1.04 3.10 0.88 
PTF10acbu SN Ic     0.01014   22.19 17 0.26 0.11 0.05 -18.12 0.55 0.12 -20.71 0.23 0.04 -22.39 0.20 0.07  0.74 0.24 0.15 10.60 0.10 0.29  -9.86 0.59 0.14  7.46 4.48 5.21 
PTF10acfd SN IIn    0.193      3.52  4 0.20 0.14 0.10 -16.71 0.60 0.35 -18.32 0.11 0.06 -19.03 0.41 0.47 -0.08 0.47 0.36  8.94 0.22 0.45  -9.00 0.91 0.51  1.87 4.12 1.59 
PTF10acff SN Ib     0.06087   28.42 17 0.53 0.04 0.05 -15.58 0.40 0.40 -19.59 0.11 0.04 -21.64 0.07 0.06  0.53 0.22 0.21 10.28 0.08 0.14  -9.75 0.36 0.19  1.18 2.23 0.41 
PTF10acgq SN Ib     0.10466    8.73 17 0.27 0.05 0.04 -18.25 0.26 0.20 -20.76 0.23 0.04 -21.89 0.19 0.12  0.76 0.19 0.13 10.12 0.10 0.12  -9.36 0.34 0.18  0.98 1.68 0.41 
PTF10achk SN IIn    0.032699   5.63 12 0.15 0.22 0.07 -17.37 0.80 0.13 -20.45 0.17 0.07 -22.44 0.17 0.05  0.00 0.46 0.22 10.72 0.11 0.23 -10.70 0.73 0.28  6.67 4.03 3.83 
PTF10acrm SN II     0.05529   16.77 17 0.23 0.13 0.08 -18.88 0.41 0.11 -21.67 0.27 0.05 -23.17 0.22 0.08  0.84 0.39 0.24 10.78 0.22 0.14 -10.02 0.70 0.18  2.76 4.58 1.10 
PTF10acrt SN II     0.0343    17.33 12 0.06 0.06 0.03 -17.77 0.23 0.11 -18.79 0.21 0.07 -18.90 0.27 0.20 -0.23 0.20 0.14  8.93 0.24 0.35  -9.15 0.58 0.34  3.23 4.45 2.59 
PTF10acsq SN IIn    0.174     17.42  5 0.68 0.35 0.29 -11.04 3.77 1.92 -16.49 0.54 0.30 -19.69 0.97 0.95  0.02 0.81 3.21  9.40 0.45 0.85  -9.31 1.38 3.40  2.16 4.43 1.97 
PTF10ad   SN II     0.09       5.11 13 0.11 0.11 0.05 -15.93 0.38 0.16 -17.66 0.06 0.04 -18.86 0.31 0.08 -0.65 0.20 0.15  9.05 0.12 0.17  -9.70 0.36 0.20  4.77 5.06 2.64 
PTF10bau  SN II     0.02596   14.39 15 0.24 0.04 0.03 -18.74 0.33 0.12 -20.93 0.14 0.03 -22.01 0.10 0.06  0.80 0.12 0.09 10.50 0.08 0.32  -9.70 0.52 0.13  8.26 3.83 6.14 
PTF10bfz  SLSN-I    0.1701    11.91  9 0.09 0.08 0.04 -16.74 0.33 0.16 -17.41 0.09 0.07 -17.36 0.26 0.18 -0.43 0.20 0.27  7.71 0.62 0.38  -8.15 0.56 0.83  0.34 2.12 0.26 
PTF10bgl  SN II     0.03063   19.58 17 0.21 0.05 0.02 -19.72 0.36 0.08 -21.65 0.20 0.03 -22.52 0.10 0.06  1.09 0.09 0.06 10.64 0.08 0.33  -9.55 0.49 0.11  8.15 3.61 6.48 
PTF10bhu  SN Ic     0.03583   12.07 17 0.10 0.11 0.04 -16.96 0.62 0.13 -18.94 0.25 0.05 -19.73 0.20 0.09 -0.48 0.37 0.12  9.57 0.14 0.35 -10.05 0.88 0.17  5.79 4.55 4.12 
PTF10bip  SN Ic     0.0513     3.36  9 0.20 0.24 0.07 -16.00 1.06 0.23 -17.79 0.24 0.05 -18.52 0.16 0.28 -0.46 0.52 0.21  9.02 0.10 0.31  -9.46 0.94 0.26  6.06 4.86 5.35 
PTF10bjb  SN IIn    0.027359   8.85 12 0.34 0.06 0.03 -15.30 0.74 0.17 -17.24 0.19 0.11 -18.89 0.19 0.08  0.12 0.12 0.23  8.25 0.38 0.25  -8.14 0.36 0.55  0.32 0.87 0.18 
PTF10bjp  SLSN-I    0.3584    14.48  9 0.11 0.08 0.06 -17.53 0.25 0.18 -18.76 0.06 0.05 -19.01 0.14 0.19 -0.17 0.30 0.17  9.09 0.17 0.36  -9.24 0.66 0.30  4.42 4.95 3.58 
PTF10bld  SN II     0.02839   20.92 13 0.23 0.10 0.06 -15.70 0.34 0.16 -17.67 0.08 0.04 -18.52 0.10 0.13 -0.47 0.27 0.21  9.10 0.07 0.20  -9.57 0.51 0.23  7.87 3.95 5.90 
PTF10bwo  SN II     0.0365     6.99 12 0.22 0.05 0.04 -16.17 0.45 0.24 -18.57 0.14 0.05 -19.61 0.14 0.10 -0.36 0.19 0.19  9.54 0.14 0.28  -9.93 0.57 0.19  5.03 5.22 3.65 
PTF10bzf  SN Ic-BL  0.049     40.63 16 0.11 0.16 0.07 -15.12 0.33 0.17 -17.15 0.12 0.05 -17.70 0.15 0.23 -1.26 0.70 0.29  8.82 0.13 0.30 -10.07 1.06 0.34  5.18 4.96 3.89 
PTF10cd   SN II     0.0455    21.81 15 0.07 0.07 0.03 -16.82 0.53 0.25 -17.70 0.13 0.06 -18.06 0.33 0.11 -0.42 0.17 0.19  8.27 0.31 0.35  -8.67 0.52 0.48  1.16 2.34 0.82 
PTF10ciw  SN Ic-BL  0.1145    13.85 13 0.21 0.12 0.05 -17.23 0.48 0.16 -18.99 0.15 0.04 -19.68 0.18 0.21  0.15 0.33 0.23  9.24 0.22 0.32  -9.07 0.68 0.42  2.36 3.96 1.88 
PTF10con  SN II     0.03299   51.16 12 0.39 0.09 0.08 -15.35 0.86 0.34 -18.72 0.07 0.05 -20.77 0.20 0.17  0.12 0.31 0.45 10.00 0.12 0.20  -9.88 0.47 0.41  6.14 4.81 4.23 
PTF10cqh  SN II     0.042303   4.43 15 0.21 0.11 0.06 -18.69 0.53 0.27 -21.16 0.11 0.04 -22.74 0.21 0.06  0.79 0.21 0.19 10.65 0.14 0.17  -9.90 0.49 0.17  4.47 5.43 2.49 
PTF10cs   SN Ic-BL  0.1673     6.11  8 0.04 0.10 0.03 -18.88 1.11 0.31 -19.91 0.20 0.08 -19.83 0.24 0.21  0.07 0.28 0.36  9.41 0.18 0.47  -9.36 0.81 0.38  2.62 4.97 1.98 
PTF10cwl  SN IIn    0.085      4.47  5 0.07 0.15 0.05 -16.72 0.62 0.14 -17.73 0.16 0.04 -17.76 0.16 0.23 -0.64 0.33 0.16  8.48 0.22 0.22  -9.11 0.57 0.32  3.28 3.89 2.54 
PTF10cwr  SLSN-I    0.2297     2.93  5 0.22 0.04 0.07 -15.77 0.22 0.25 -16.96 0.08 0.05 -16.89 0.13 0.10 -0.33 0.16 0.26  7.58 0.29 0.37  -7.89 0.47 0.50  0.18 0.43 0.12 
PTF10cwx  SN IIn    0.075      6.25 13 0.10 0.15 0.04 -17.42 0.54 0.09 -18.70 0.13 0.03 -19.02 0.16 0.39 -0.25 0.37 0.19  9.17 0.14 0.32  -9.40 0.72 0.29  5.26 5.41 4.39 
PTF10cxq  SN II     0.0471    14.08 16 0.05 0.11 0.03 -17.37 0.38 0.12 -18.54 0.11 0.03 -18.99 0.25 0.11 -0.40 0.17 0.09  9.07 0.12 0.25  -9.47 0.46 0.18  6.44 4.28 4.58 
PTF10cxx  SN IIb    0.03391    9.24 15 0.25 0.08 0.07 -16.26 1.19 0.42 -19.58 0.22 0.05 -21.09 0.18 0.08 -0.19 0.42 0.54 10.17 0.16 0.32 -10.41 1.08 0.35  4.66 4.60 3.12 
